city,state,latitude,longitude
West Mansfield,OH,40.402,-83.54521
West Massillon,OH,40.79367,-81.53401
West Mecca,OH,41.39033,-80.77647
West Mentor,OH,41.66227,-81.34011
West Millgrove,OH,41.24394,-83.49132
West Newton,OH,40.65394,-83.89272
West Park,OH,41.01839,-83.67466
West Point,OH,40.70839,-80.7023
West Pointe,OH,41.61755,-83.45382
West Richfield,OH,41.2395,-81.65512
West River Park,OH,41.18811,-80.98676
West Salem,OH,40.97144,-82.10987
West Steels Corners,OH,41.18089,-81.53651
West Toledo,OH,41.69172,-83.55799
West Union (historical),OH,40.8195,-83.65132
West Unity,OH,41.58616,-84.43495
West View,OH,41.36033,-81.90264
West View Subdivision,OH,41.58449,-84.62412
West Walnut Estates,OH,41.71254,-81.25621
West Wheeling,OH,40.06091,-80.74231
West Williamsfield,OH,41.53339,-80.60813
West Woodly Addition,OH,41.58727,-84.63801
Westarado,OH,40.77395,-81.5454
Western Reserve Estates,OH,41.26422,-81.41067
Western Star,OH,41.02561,-81.6879
Westerville,OH,40.12617,-82.92907
Westfield,OH,40.43228,-82.98185
Westfield Center,OH,41.02644,-81.9332
Westgate Homes,OH,41.36866,-83.67132
Westhill Heights,OH,41.02895,-80.83481
Westhope,OH,41.29838,-83.94105
Westlake,OH,41.45532,-81.91792
Westland Park,OH,40.79589,-81.46151
Westminster,OH,40.69338,-83.98022
Weston,OH,41.34477,-83.79716
Weston Trailer Court,OH,41.35339,-83.79522
Westpark,OH,41.45422,-81.79486
Westview Mobile Home Park,OH,40.8495,-82.34072
Westville,OH,40.1095,-83.83799
Westwood Farms,OH,41.32144,-81.86291
Wetzel,OH,40.94672,-84.43606
Weyers,OH,41.37366,-82.76741
Weymouth,OH,41.18561,-81.7943
Wharton,OH,40.86144,-83.46159
Wheeler (historical),OH,41.73339,-81.04426
Wheeling Creek,OH,40.06785,-80.77953
Wheelock (historical),OH,41.3445,-81.51651
Wherrys Crossroads,OH,40.61701,-81.10315
Wheeling Valley (historical),OH,40.14979,-80.90231
Whipple Heights,OH,40.81617,-81.43373
White Fox,OH,41.18422,-82.3535
White Sulphur,OH,40.27673,-83.15741
White Womans Town (historical),OH,40.32618,-81.9393
Whitehouse,OH,41.51894,-83.80383
Whites Landing,OH,41.42977,-82.90102
Whiteville,OH,41.71172,-83.97633
Whitmore,OH,41.39089,-82.89241
Whitney,OH,40.01313,-80.9287
Whittier Park,OH,40.78617,-81.39011
Wickliffe,OH,41.60533,-81.45345
Widowville,OH,40.7495,-82.31655
Wightmans Grove,OH,41.42255,-83.05186
Wildare,OH,41.34867,-80.81119
Wick,OH,41.53422,-80.6473
Wildwood Springs (historical),OH,40.07923,-82.91657
Wilhelm Corner,OH,41.26561,-80.77453
Wilkins,OH,41.59727,-83.8455
Wilkshire Hills,OH,40.62562,-81.43484
Will-O-Bee on the Lake,OH,41.69727,-81.39983
Will-O-Way Beach,OH,41.6856,-81.41233
Will-O-Wick,OH,41.65949,-81.45039
Willard,OH,41.05311,-82.72629
Wilkins Run,OH,40.12979,-82.34404
Williams Center,OH,41.42894,-84.61023
Williamsburg-On-The-River,OH,41.44255,-83.78188
Williamsfield,OH,41.53339,-80.57063
Williamston,OH,41.11006,-80.68174
Williamstown,OH,41.29172,-84.36106
Williston,OH,41.60366,-83.33993
Willoughbeach,OH,41.63894,-81.47539
Willoughby,OH,41.63977,-81.4065
Willoughby Hills,OH,41.59838,-81.41845
Willow,OH,41.41394,-81.6429
Willow Beach,OH,41.70727,-83.47688
Willow Brook Heights,OH,40.85561,-81.34539
Willow Glen,OH,40.51534,-81.49067
Willow Glenn,OH,41.48005,-84.59217
Willow Grove,OH,40.88589,-80.90036
Willow Crest,OH,40.97339,-80.65063
Willowbrook (historical),OH,40.21896,-81.93874
Willowdell,OH,40.30644,-84.45384
Willowbend,OH,41.52644,-83.69605
Wills Creek,OH,40.18007,-81.85069
Wills Town (historical),OH,40.15368,-81.91236
Willshire,OH,40.74866,-84.79107
Wilmer,OH,41.39644,-82.69574
Wilmot,OH,40.65589,-81.63207
Wilna,OH,41.45616,-84.45356
Wilseyville (historical),OH,41.35005,-84.67107
Winameg,OH,41.627,-84.06495
Windemere Orchards,OH,41.59366,-83.45354
Windfall,OH,41.13644,-81.78569
Windham,OH,41.23506,-81.04926
Windsor Corners,OH,40.41395,-83.01157
Windsor Mills,OH,41.53505,-80.96231
Windy Corner,OH,40.02645,-83.92632
Wineland (historical),OH,41.10922,-83.59299
Winesburg,OH,40.61645,-81.69513
Winfield,OH,40.54867,-81.55845
Wingston,OH,41.26977,-83.72771
Winnemac (historical),OH,40.57422,-83.38992
Winona,OH,40.82811,-80.8962
Winterdale,OH,40.37007,-80.70869
Wintergarden Heights,OH,41.35922,-83.67327
Winters Station,OH,41.277,-83.23548
Winterset,OH,40.10396,-81.4165
Wintersville,OH,40.37535,-80.70369
Wisterman,OH,41.12366,-84.23772
Wolf,OH,40.32174,-81.57151
Wolf Creek Addition,OH,41.60644,-83.45549
Wolf Run,OH,40.46729,-80.88925
Wolfcale,OH,40.8881,-84.76079
Wolfhurst,OH,40.06924,-80.7837
Wonderland (historical),OH,40.00284,-82.87073
Wood Lake Mobile Home Park,OH,41.53616,-83.47965
Wood Haven Mobile Home Park,OH,40.50556,-84.53278
Woodhill Homes,OH,41.48977,-81.61207
Woodhurst,OH,41.61505,-83.45132
Woodington,OH,40.17838,-84.67774
Woodland Forest,OH,41.54227,-83.42604
Woodmere,OH,41.46228,-81.48067
Woodland,OH,40.47895,-83.25742
Woodside,OH,41.35227,-83.46632
Woodstock,OH,40.17395,-83.52743
Woodview Park,OH,40.26228,-83.35714
Woodville Gardens,OH,41.59199,-83.45049
Woodworth,OH,40.98811,-80.66341
Wooster,OH,40.80517,-81.93646
Wooster Heights,OH,40.76783,-82.46517
Worstville,OH,41.08172,-84.67051
Worthington,OH,40.09312,-83.01796
Worthington Hills,OH,40.12867,-83.04324
Wren,OH,40.80088,-84.77524
Wyandot,OH,40.73145,-83.11964
Wyncrest,OH,40.61867,-81.08176
Yacht Point Cottage Area,OH,40.74228,-82.36655
Yale,OH,41.06256,-81.09843
Yankee Crossing,OH,40.92284,-80.90731
Yankee Hills,OH,41.23422,-80.54924
Yankee Lake,OH,41.26672,-80.56757
Yankeetown (historical),OH,40.3584,-81.44373
Yeagleys Corners,OH,40.83395,-81.10149
Yellow Creek,OH,40.57451,-80.66757
Yates Corners,OH,41.46311,-81.28872
Yelverton,OH,40.54866,-83.71021
Yoder,OH,40.68727,-84.07106
Yondota,OH,41.63838,-83.31215
York,OH,40.25812,-80.86453
York (historical),OH,41.45061,-80.63508
York Center,OH,40.40783,-83.45326
Yorkshire,OH,40.32533,-84.49551
Yorktown,OH,40.44673,-81.5154
Yorkville,OH,40.15452,-80.71036
Youngs Corners,OH,41.13617,-81.73513
Youngstown,OH,41.09978,-80.64952
Zanesfield,OH,40.33839,-83.67715
Zoarville,OH,40.58451,-81.38928
Zone,OH,41.62283,-84.328
Zuck,OH,40.37812,-82.23627
Aaronsburg,PA,40.89979,-77.45332
Abbott,PA,41.58229,-77.78444
Abbotsford Homes,PA,40.01345,-75.17462
Aberdeen,PA,41.35869,-75.4938
Abdera,PA,41.03062,-77.56083
Abington,PA,40.12067,-75.11795
Abrahams,PA,40.11289,-75.37713
Abrahamsville,PA,41.76425,-75.1235
Academia,PA,40.49647,-77.47582
Academy Garden,PA,40.06178,-74.99628
Academyville,PA,40.01067,-75.24268
Accomac,PA,40.0451,-76.56358
Acheson,PA,40.19507,-80.45118
Acker,PA,40.49731,-77.05998
Ackermanville,PA,40.83926,-75.21935
Ackworth,PA,40.00788,-75.66827
Acme,PA,40.12674,-79.42865
Acmetonia,PA,40.5409,-79.81588
Acorn,PA,40.19316,-75.29407
Acosta,PA,40.11035,-79.06892
Adams,PA,40.94117,-79.64227
Adams Crossing,PA,40.54257,-78.88003
Adamsburg,PA,40.31174,-79.65615
Adamsdale,PA,40.6362,-76.128
Adamstown,PA,40.2412,-76.05633
Adelaide,PA,40.04341,-79.62393
Adrian,PA,40.88479,-79.53782
Adrian Furnace,PA,41.13201,-78.78364
Adrian Mines,PA,40.98479,-78.96031
Ahrensville,PA,41.4545,-79.64561
Aiken,PA,41.87812,-78.5778
Advance,PA,40.70868,-79.26198
Airydale,PA,40.48452,-77.8675
Aitch,PA,40.37424,-78.15917
Ajax,PA,41.3545,-79.79061
Akeley,PA,41.96478,-79.13088
Akerly,PA,41.89061,-80.48757
Akron,PA,40.15676,-76.20217
Aladdin,PA,40.69173,-79.65671
Alaska,PA,41.17756,-79.09587
Alba,PA,41.70507,-76.82829
Albany,PA,40.61676,-75.86659
Albert,PA,41.12036,-75.93103
Albion,PA,41.89061,-80.36645
Albrightsville,PA,41.01453,-75.60102
Alburtis,PA,40.51093,-75.60297
Alcoa Center,PA,40.5384,-79.64505
Alcola,PA,41.01229,-79.28893
Alden,PA,41.18203,-76.01242
Aldenville,PA,41.64675,-75.36379
Aldham,PA,40.09066,-75.54131
Aldovin,PA,41.6173,-75.93825
Alexander Springs,PA,40.6284,-77.67416
Alfarata,PA,40.56646,-78.11834
Alford,PA,41.80674,-75.77463
Alica,PA,40.00813,-79.92838
Alice,PA,40.13479,-79.57032
Alinda,PA,40.34647,-77.28443
Aline,PA,40.68064,-76.9872
Alexandria,PA,40.55646,-78.09778
Aliquippa,PA,40.63673,-80.24006
Allegheny (historical),PA,40.45062,-80.01616
Allegheny Acres,PA,40.61534,-79.87005
Allegheny Center,PA,40.4534,-80.00589
Allegheny Furnace,PA,40.48979,-78.40724
Allegheny Springs,PA,41.82673,-79.30394
Allegheny West,PA,40.00845,-75.17796
Alleghenyville,PA,40.23426,-75.98855
Allemans,PA,40.72673,-78.40391
Allen,PA,40.16537,-77.08442
Allen Junction,PA,40.63204,-75.39074
Allen Lane,PA,40.0565,-75.1974
Allendale,PA,40.31869,-78.7253
Allenport,PA,40.09813,-79.84893
Allens,PA,41.24202,-76.97941
Allens Crossroads,PA,40.13618,-79.84282
Allens Mills,PA,41.19951,-78.90753
Allentown,PA,40.60843,-75.49018
Allensville,PA,40.53591,-77.81694
Allenvale,PA,40.08008,-79.14197
Allenview,PA,40.17842,-76.9697
Allenwood,PA,41.10758,-76.8983
Alliance Furnace,PA,40.11396,-79.71865
Allis Hollow,PA,41.84341,-76.30577
Allison Park,PA,40.22951,-80.24228
Allport,PA,40.66118,-78.7578
Almedia,PA,41.01453,-76.38105
Almont,PA,40.36427,-75.33434
Alnwick,PA,40.129,-75.07295
Alpha,PA,40.85204,-75.2849
Alpine,PA,40.07871,-76.87275
Alpine Heights,PA,40.25342,-76.67636
Alpsville,PA,40.30563,-79.7956
Alsace Manor,PA,40.39982,-75.86048
Alta Manor,PA,40.53174,-78.40446
Altamont,PA,40.7862,-76.22494
Althom,PA,41.75339,-79.30282
Altman,PA,40.97562,-80.27867
Alto Grandview Acres,PA,40.26676,-75.59963
Alton Park,PA,40.56176,-75.49796
Altonah,PA,40.65621,-75.36101
Altoona,PA,40.51868,-78.39474
Alum Bank,PA,40.18063,-78.61363
Alum Rock,PA,41.16728,-79.62116
Aluta,PA,40.77093,-75.31685
Alvan,PA,40.14619,-78.14917
Alverda,PA,40.63035,-78.85697
Alverton,PA,40.14007,-79.58726
Alvira (historical),PA,41.13425,-76.95524
Amberson,PA,40.17036,-77.67721
Almaden,PA,40.76284,-78.39974
Ambler,PA,40.15455,-75.22157
Ambridge,PA,40.58923,-80.22506
Ambridge Heights,PA,40.59173,-80.21173
Ambrose,PA,40.77256,-79.10837
Amberson Valley Estates,PA,40.2037,-77.63221
Amesville,PA,40.83089,-78.4003
Amity Gardens,PA,40.27426,-75.73519
Amityville,PA,40.30009,-75.7363
Amsbry,PA,40.53646,-78.55613
Amsterdam,PA,41.13395,-80.13367
Analomink,PA,41.0512,-75.22046
Anchor,PA,40.13732,-76.58136
Ancient Oaks,PA,40.54732,-75.58935
Andalusia,PA,40.06956,-74.97128
Anderson,PA,40.5398,-77.64555
Anderson Creek,PA,41.14589,-78.54669
Andersonburg,PA,40.35008,-77.46832
Andersons Corner,PA,41.7945,-80.02367
Andersontown,PA,40.07926,-76.8283
Andorra,PA,40.07261,-75.23129
Andorra Woods,PA,40.08233,-75.26629
Andreas,PA,40.75176,-75.79241
Angelica,PA,40.26148,-75.95354
Andrews Settlement,PA,41.90007,-77.90417
Angels,PA,41.27814,-75.36741
Anise,PA,40.32649,-75.53379
Anita,PA,41.00145,-78.96309
Ankeny,PA,40.13785,-79.11003
Annandale,PA,41.09117,-79.89283
Annin Creek,PA,41.90145,-78.26029
Annisville,PA,41.08256,-79.797
Annville,PA,40.32954,-76.51524
Anselma,PA,40.08149,-75.64187
Ansonia,PA,41.74646,-77.42831
Ansonville,PA,40.84756,-78.56558
Anthracite,PA,40.27426,-76.39802
Antes Fort,PA,41.19174,-77.22386
Antrim,PA,41.63396,-77.28692
Apollo,PA,40.58145,-79.56643
Appenzell,PA,40.99287,-75.35518
Applebachsville,PA,40.4826,-75.27295
Appletree Hill,PA,40.16039,-74.8435
Apps,PA,40.76621,-75.58157
Aquashicola,PA,40.8112,-75.59019
Applewold,PA,40.80868,-79.52171
Aquetong,PA,40.3515,-75.00322
Ararat,PA,41.82953,-75.52463
Arbuckle,PA,41.98283,-79.86394
Arcadia,PA,40.78118,-78.85253
Arch Rock,PA,40.60758,-77.41832
Arch Spring,PA,40.6059,-78.20279
Archbald,PA,41.4948,-75.53685
Ardara,PA,40.35785,-79.73504
Arden,PA,40.20507,-80.25895
Arden Mines,PA,40.21868,-80.2645
Ardenheim,PA,40.46424,-77.98306
Arcola,PA,40.1526,-75.45657
Ardsley,PA,40.12122,-75.15517
Argentine,PA,41.09423,-79.81922
Argus,PA,40.36649,-75.38296
Ardmore,PA,40.00678,-75.28546
Aristes,PA,40.81842,-76.33828
Arlington,PA,41.41203,-75.32574
Arlington Heights,PA,40.99009,-75.21629
Arlington Knolls,PA,40.65676,-75.49685
Armagh,PA,40.45368,-79.03197
Armbrust,PA,40.22368,-79.55115
Arlingham,PA,40.11539,-75.20323
Armstrong,PA,41.09423,-80.05172
Arndts,PA,40.79954,-75.47685
Arnold,PA,40.58007,-79.76672
Arnold City,PA,40.11646,-79.82505
Arnot,PA,41.66257,-77.12303
Arona,PA,40.26924,-79.66143
Aronwold,PA,40.01483,-75.41408
Arrowhead Lake,PA,41.15092,-75.5738
Arnots Addition,PA,40.71815,-76.19994
Arthurs,PA,41.2709,-79.3906
Asaph,PA,41.77091,-77.40498
Asbury,PA,41.12647,-76.33633
Arroyo,PA,41.3909,-78.88031
Ashcom,PA,40.00369,-78.41918
Ashbourne,PA,40.06761,-75.13017
Asherton,PA,40.78814,-76.82386
Ashfield,PA,40.78454,-75.71352
Ashland,PA,40.87145,-78.33307
Ashley,PA,41.21036,-75.89659
Ashmead Village,PA,40.06178,-75.09906
Ashtola,PA,40.19702,-78.77974
Ashton Wooden Bridge,PA,40.07178,-75.02295
Ashville,PA,40.56007,-78.54863
Askam,PA,41.19869,-75.95437
Aspinwall,PA,40.49146,-79.90477
Astral,PA,41.34395,-79.772
Asylum,PA,41.71313,-76.33355
Atco,PA,41.6212,-75.08573
Athens,PA,41.9573,-76.518
Atkinson Mills,PA,40.45535,-77.81805
Atlas,PA,40.79981,-76.42773
Atlasburg,PA,40.34118,-80.38284
Atwells Crossing,PA,41.10506,-79.92033
Atwood,PA,40.75479,-79.26643
Auburn,PA,40.59842,-76.09327
Auburn Center,PA,41.6898,-76.03659
Auburn Four Corners,PA,41.72008,-75.9802
Aucheys,PA,40.57509,-76.16633
Audenried,PA,40.91064,-75.99159
Audobon Gardens,PA,40.12844,-75.4363
Audubon,PA,40.12788,-75.43185
Aughwick,PA,40.33675,-77.86027
Augustaville,PA,40.80731,-76.74135
Aultman,PA,40.56396,-79.26087
Austin,PA,41.63118,-78.09139
Austin Heights,PA,41.38286,-75.74297
Austinburg,PA,41.99313,-77.49471
Austinville,PA,41.83896,-76.87385
Autumn Leaves,PA,41.92897,-75.33434
Avalon,PA,40.5009,-80.06756
Avella,PA,40.27507,-80.46062
Avella Highlands,PA,40.2734,-80.46479
Avery,PA,41.63869,-75.93103
Avis,PA,41.18479,-77.31386
Avoca,PA,41.3398,-75.7363
Avon,PA,40.34565,-76.38996
Avon Heights,PA,40.35259,-76.37496
Avondale Hill,PA,41.2273,-75.98326
Avonia,PA,42.04561,-80.26979
Avonmore,PA,40.52895,-79.46143
Avoy,PA,41.44481,-75.33962
Axemann,PA,40.89006,-77.76028
Ayers Crossroads,PA,41.86146,-76.66689
Ayers Hill,PA,41.72868,-77.96556
Azelta,PA,41.83952,-77.48498
Bachmanville,PA,40.24259,-76.59469
Back Mountain,PA,41.33591,-75.99631
Backup Corners,PA,41.91728,-79.15005
Backus,PA,41.80229,-78.56391
Bacton,PA,40.05677,-75.58631
Baden,PA,40.63507,-80.22812
Bagdad,PA,41.952,-80.02422
Baggaley,PA,40.2684,-79.37254
Baederwood,PA,40.10678,-75.14212
Bailey,PA,40.47342,-77.07137
Baidland,PA,40.19479,-79.97088
Baileyville,PA,40.70812,-77.98528
Bainbridge,PA,40.09093,-76.66747
Bairdstown,PA,40.43257,-79.27893
Bairdford,PA,40.63118,-79.88144
Bakers,PA,40.04785,-80.16117
Bakers Crossroad,PA,40.62423,-78.69502
Baker Station,PA,40.07535,-80.22617
Bakerstown,PA,40.6509,-79.93644
Bakerstown Station,PA,40.65534,-79.97256
Bakersville,PA,40.53174,-78.78808
Bakerton,PA,40.60285,-78.74475
Bala Cynwyd,PA,40.00761,-75.23407
Bakers Summit,PA,40.26258,-78.4214
Baldwin Furnace,PA,40.35146,-79.05031
Balliet,PA,40.7787,-75.71102
Balliettsville,PA,40.67843,-75.5738
Balls Mills,PA,41.31813,-77.02691
Balltown,PA,41.60145,-79.17226
Bally,PA,40.40232,-75.58713
Balsam,PA,41.70313,-77.34859
Bamford,PA,40.0851,-76.38885
Balls Eddy,PA,41.96814,-75.33573
Banetown,PA,40.07841,-80.22812
Baney Settlement,PA,41.06811,-78.42474
Banfield,PA,40.63645,-79.6056
Bangor,PA,40.86565,-75.20657
Banian Junction,PA,40.81395,-78.43641
Banksville,PA,40.4084,-80.03366
Bannerville,PA,40.7323,-77.34777
Banning,PA,40.11952,-79.75143
Baoba,PA,41.48148,-75.09128
Barbours,PA,41.39313,-76.7994
Barclay,PA,41.65591,-76.62634
Barbertown (historical),PA,41.37119,-75.73464
Bareville,PA,40.09232,-76.15579
Bardwell,PA,41.56119,-75.86214
Barkeyville,PA,41.192,-79.97561
Barking,PA,40.53285,-79.78199
Barlow Heights,PA,40.21177,-75.54463
Barnards,PA,40.82534,-79.22976
Barners Hill,PA,40.34812,-79.73838
Barnes,PA,40.61229,-78.75669
Barneston,PA,40.10454,-75.80994
Barnesville,PA,40.81453,-76.03076
Barnettstown,PA,40.21119,-78.17695
Barnesboro,PA,40.66257,-78.78003
Barnitz,PA,40.12148,-77.22637
Barr Slope,PA,40.71312,-79.01587
Barree,PA,40.58535,-78.10056
Barren Hill,PA,40.08733,-75.26296
Barrett,PA,41.01061,-78.38891
Barrs Corners,PA,41.27867,-79.71949
Barrisville,PA,40.78451,-80.24062
Barrville,PA,40.66312,-77.67666
Barto,PA,40.39121,-75.61019
Barton Glen,PA,41.00565,-75.29768
Barton,PA,40.79256,-79.05392
Basforth Acres,PA,40.34396,-79.57615
Bartonsville,PA,41.00509,-75.27963
Basket,PA,40.39009,-75.82603
Bass Lake,PA,40.14593,-76.78164
Bastress,PA,41.17591,-77.13719
Bath Addition,PA,40.10761,-74.86516
Bath Junction,PA,40.72204,-75.38101
Battle Hollow,PA,41.0059,-78.9967
Bath,PA,40.72565,-75.39407
Bauerstown,PA,40.4959,-79.97644
Baumstown,PA,40.28037,-75.80492
Bausman,PA,40.02426,-76.33079
Bavington,PA,40.4259,-80.36451
Baxter,PA,41.13451,-79.14976
Bayard Park,PA,40.63482,-75.34601
Beach Haven,PA,41.06842,-76.17577
Beach Lake,PA,41.60176,-75.14989
Beadling,PA,40.36035,-80.07228
Beallsville,PA,40.06535,-80.02366
Beacon Lodge,PA,40.37425,-77.81277
Bear Creek Junction,PA,41.09536,-75.78158
Bear Creek Village,PA,41.17869,-75.7563
Bear Gap,PA,40.83231,-76.50579
Bear Lake,PA,41.99339,-79.50283
Bear Loop,PA,40.66729,-78.42752
Bear Rocks,PA,40.12285,-79.4617
Bear Run Junction,PA,40.80231,-76.19105
Bear Swamp,PA,41.14118,-77.65027
Bear Valley,PA,40.77259,-76.57746
Bears Crossroads,PA,40.19842,-77.33971
Beatty,PA,40.30174,-79.41837
Beaumont,PA,41.41008,-75.99631
Beaufort Farms,PA,40.32167,-76.87807
Beaver,PA,40.69534,-80.30478
Beaver Brook Manor,PA,40.31342,-76.78969
Beaver Center,PA,41.80228,-80.46729
Beaver City,PA,41.22367,-79.5556
Beaver Brook,PA,40.91814,-75.98937
Beaver Dam,PA,41.92728,-79.75033
Beaver Falls,PA,40.75201,-80.31923
Beaver Lake,PA,41.29369,-76.59106
Beaver Meadows,PA,40.92814,-75.91464
Beaver Mills,PA,40.88923,-78.03806
Beaver Springs,PA,40.74619,-77.20943
Beaver Valley,PA,40.62646,-78.53724
Beaverdale,PA,40.32202,-78.69696
Beaverdam,PA,40.84146,-77.5475
Beavers Mill,PA,40.35704,-75.80964
Beaverton,PA,40.84339,-78.30585
Beavertown,PA,40.3723,-78.23696
Bechtelsville,PA,40.37343,-75.62908
Beckersville,PA,40.2312,-75.90743
Beckville,PA,40.64176,-76.19717
Bedford,PA,40.01869,-78.50391
Bedminster,PA,40.42594,-75.17906
Beech Creek,PA,41.0759,-77.5886
Beech Flats,PA,41.63313,-76.81524
Beech Glen,PA,41.32925,-76.58773
Beech Grove,PA,41.44452,-77.19136
Beech Hills,PA,40.33562,-79.57337
Beechcliff,PA,40.44646,-80.19311
Beechton,PA,41.23478,-78.85059
Beechtree,PA,41.21006,-78.82059
Beechview,PA,40.41062,-80.02478
Beechwood,PA,41.48506,-78.39085
Beechwood Acres,PA,40.45843,-75.43213
Beechwoods,PA,41.18867,-78.85003
Beeman,PA,41.95507,-77.11692
Beechmont,PA,40.39285,-80.15978
Beham,PA,40.02174,-80.5109
Beersville,PA,40.74648,-75.47074
Bela,PA,41.05006,-79.57755
Belardy,PA,40.10067,-74.87794
Belden,PA,40.07591,-78.50557
Belfast Junction,PA,40.76787,-75.2724
Belford,PA,41.12812,-78.08306
Belfry,PA,40.17677,-75.30462
Belian Village,PA,41.34452,-75.70602
Belknap,PA,40.89923,-79.30282
Bell Acres,PA,40.59007,-80.16645
Belfast,PA,40.78065,-75.27796
Bell Point,PA,40.54507,-79.55032
Bellaire,PA,40.19148,-76.57497
Belle Bridge,PA,40.30063,-79.8656
Belle Valley,PA,42.10422,-80.02144
Belle Vernon,PA,40.12507,-79.86644
Bellefield,PA,40.44729,-79.94227
Bellefonte,PA,40.91339,-77.77833
Bellegrove,PA,40.36704,-76.54886
Belleview Heights,PA,42.09006,-80.00144
Belleville,PA,40.60507,-77.72555
Bellasylva,PA,41.45702,-76.23882
Bellowsville,PA,40.67173,-80.33201
Bells,PA,40.25479,-79.26198
Bells Camp,PA,41.98006,-78.55364
Bells Landing,PA,40.91701,-78.64947
Bells Mills,PA,40.95284,-78.92281
Bellton,PA,40.83006,-80.30673
Belltown,PA,41.35673,-79.04143
Bellwood,PA,40.6034,-78.32474
Belmar,PA,40.46674,-79.89588
Belmar Park,PA,41.00645,-80.37673
Belmont Acres,PA,40.32676,-76.80053
Belmont Corner,PA,41.74064,-75.45629
Belmont Hills,PA,40.03428,-75.25768
Belmont Terrace,PA,40.10511,-75.36657
Belsano Crossing,PA,40.5159,-78.86086
Belsena,PA,40.84895,-78.44308
Beltzville,PA,40.84009,-75.63547
Belvidere,PA,40.02511,-75.64632
Beltzhoover,PA,40.41979,-80.002
Ben Avon,PA,40.59479,-79.16142
Ben Avon Heights,PA,40.51368,-80.07311
Bencetown,PA,40.72451,-78.99809
Benders Junction,PA,40.81454,-75.3949
Bendertown,PA,41.1487,-76.31688
Benedicts,PA,40.02676,-76.92803
Benezette,PA,41.31673,-78.3864
Benfer,PA,40.77286,-77.2086
Benharts,PA,40.37787,-75.91104
Benjamin,PA,40.63368,-79.83977
Bennetts Corner,PA,40.28983,-75.10045
Bens Creek,PA,40.39841,-78.6278
Benson,PA,40.20841,-78.9278
Benson East,PA,40.089,-75.12879
Bensalem,PA,40.10455,-74.95128
Bentley Creek,PA,41.94646,-76.71329
Bentleyville,PA,40.11674,-80.00839
Benvenue,PA,40.40397,-77.00942
Berge Run,PA,41.4884,-78.05167
Bergey,PA,40.30232,-75.42268
Berkley,PA,40.42926,-75.93438
Berkshire Heights,PA,40.34593,-75.96077
Berkshire Hills,PA,40.13981,-77.0297
Berlin Center,PA,41.5912,-75.22406
Berkeley Hills,PA,40.53174,-80.00367
Berlinsville,PA,40.76871,-75.5738
Bermudian,PA,40.01954,-77.03553
Bernice,PA,41.47035,-76.38161
Bernville,PA,40.43343,-76.11216
Berrysburg,PA,40.60203,-76.81191
Berrytown,PA,41.89007,-76.7669
Bertha,PA,40.37757,-80.43229
Berwick Heights,PA,41.08203,-76.24827
Berwinsdale,PA,40.81923,-78.59725
Berwyn,PA,40.04483,-75.43881
Beryl,PA,40.44341,-78.39001
Bessemer,PA,40.39451,-79.85422
Bessemer Junction,PA,40.39257,-79.83894
Best Station,PA,40.7251,-75.65602
Berwick,PA,41.05453,-76.23327
Bethany,PA,41.61314,-75.28434
Bethayres,PA,40.114,-75.07101
Bethel Hill,PA,40.184,-75.31823
Bethel Park,PA,40.32757,-80.0395
Bethlehem,PA,40.86173,-78.73031
Bethlehem View,PA,40.64093,-75.35351
Betula,PA,41.6709,-78.39363
Betz,PA,40.84534,-78.43585
Betzwood,PA,40.11066,-75.41963
Beuchler,PA,40.54926,-76.43857
Beuhler Corner,PA,41.40784,-78.88448
Beula,PA,40.47674,-78.77197
Beulah,PA,40.80867,-78.41002
Beulah Land,PA,41.4784,-77.4422
Beurys Lake,PA,40.7187,-76.37801
Beverly,PA,40.18287,-76.61163
Beverly Estates,PA,40.07426,-76.3019
Beverly Heights,PA,40.40592,-76.47469
Beyer,PA,40.78645,-79.20115
Bidwell Hill,PA,41.38064,-75.37601
Big Beaver,PA,40.82451,-80.36284
Big Bend,PA,41.2845,-80.31951
Big Creek,PA,40.84565,-75.64797
Big Pond,PA,41.88285,-76.70467
Big Run,PA,40.57064,-76.74386
Big Shanty,PA,41.83756,-78.65475
Big Spring,PA,40.90923,-77.78111
Biggerstown,PA,41.25258,-76.53106
Bigler,PA,40.98478,-78.30641
Bilger Rocks,PA,40.99395,-78.59225
Billing,PA,41.28256,-79.51116
Billmeyer,PA,40.07232,-76.65108
Bills Place (historical),PA,40.01592,-78.2014
Bingham,PA,41.81701,-78.61197
Bingham Center,PA,41.95396,-77.77638
Bingen,PA,40.55732,-75.35296
Binnstown,PA,40.01535,-79.96755
Birch,PA,41.19562,-77.97611
Birchardville,PA,41.84758,-76.0127
Birchrunville,PA,40.12955,-75.6377
Birchtown,PA,41.65258,-75.51796
Birchwood Estates,PA,41.35786,-75.57824
Birchwood Lakes,PA,41.25454,-74.9185
Birchwood Terrace,PA,40.27843,-75.59796
Birch Valley,PA,40.16705,-74.82766
Bird in Hand,PA,40.03871,-76.18218
Birdell,PA,40.07288,-75.86077
Birdsboro,PA,40.26454,-75.80409
Birdville,PA,40.63784,-79.72088
Bishop,PA,40.32063,-80.187
Bishtown,PA,41.0245,-78.36057
Bissell,PA,40.01341,-80.12728
Bittners Corner,PA,40.66676,-75.6413
Bitumen,PA,41.29979,-77.8786
